title,description,datetime,category,agency
نرخ دلار و یورو در صرافی‌های بانکی ثابت ماند&nbsp;,تهران- ایرنا- هر دلار آمریکا امروز (دوشنبه) در صرافی‌های بانکی بدون تغییر قیمت نسبت به روز گذشته با نرخ ۲۸ هزار و ۹۴۴ تومان به فروش رسید.,2022-10-24 14:02:21,اخبار ارزی,ایرنا
قیمت دلار امروز دوشنبه ۱۴۰۱/۸/۲,در صرافی‌های بانکی قیمت فروش دلار ۲۸ هزار و ۹۴۴ تومان و قیمت خرید دلار از مردم ۲۸ هزار و ۶۵۶ تومان تعیین شده است.,2022-10-24 13:32:14,اخبار ارزی,خبرگزاری دانشجو
۳۱ میلیون دلار کالا از طریق مرزنشنیان کردستانی وارد کشور شد,سنندج- ایرنا- معاون امور بازرگانی و توسعه تجارت اداره کل صنعت، معدن و تجارت کردستان گفت: ۳۱ میلیون دلار کالا از طریق کارت مرزنشنیان استان در ۶ ماهه نخست سال جاری وارد کشور شد.,2022-10-24 13:32:07,اخبار ارزی,ایرنا
آرامش بازار ارز در مهرماه,آرامش بازار ارز در مهرماه امسال با وجود اغتشاشات و تشدید تحریم‌های ظالمانه آمریکا و غرب علیه کشور نشان می‌دهد که اقدامات موثر بانک مرکزی برای مدیریت بازار ارز و تامین نیاز ارزی کشور موفق بوده و دیگر خبری از نوسان شدید و تلاطم در قیمت‌ها نیست و بازار ارز نخستین ماه پاییز را با ثبات پشت سرگذاشت.,2022-10-24 13:32:01,اخبار ارزی,ایران اکونومیست
وضعیت بازار ارز در مهرماه 1401,آرامش بازار ارز در مهرماه امسال با وجود اغتشاشات و تشدید تحریم‌های ظالمانه آمریکا و غرب علیه کشور نشان می‌دهد که اقدامات موثر بانک مرکزی برای مدیریت بازار ارز و تامین نیاز ارزی کشور موفق بوده و دیگر خبری از نوسان شدید و تلاطم در قیمت‌ها نیست و بازار ارز نخستین ماه پاییز را با ثبات پشت سرگذاشت.,2022-10-24 13:26:20,اخبار ارزی,سایت طلا
نرخ روز انواع ارز در بازار آزاد تهران +جدول,قیمت ارز در بازار آزاد تهران در جریان معاملات امروز دوشنبه ۲ آبان ۱۴۰۱ مشخص شد.,2022-10-24 13:16:29,اخبار ارزی,مشرق
آرامش بازار ارز در مهرماه با وجود تشدید تحریم‌ها/ دیگر خبری از شوک‌های ارزی دولت قبل نیست,تهران- ایرنا- آرامش بازار ارز در مهرماه امسال با وجود اغتشاشات و تشدید تحریم‌های ظالمانه آمریکا و غرب علیه کشور نشان می‌دهد که اقدامات موثر بانک مرکزی برای مدیریت بازار ارز و تامین نیاز ارزی کشور موفق بوده و دیگر خبری از نوسان شدید و تلاطم در قیمت‌ها نیست و بازار ارز نخستین ماه پاییز را با ثبات پشت سرگذاشت.,2022-10-24 13:02:00,اخبار ارزی,ایرنا
اروپا در رکود، روسیه از رکود خارج شد / اجاق گازهای روشن؛ در روسیه فقط چند روبل، در برلین صدها یورو!,این روزها روس ها موضوع زیادی برای لاف زدن ندارند، بنابراین آنچه را که می توانند به دست آورند در آن درنگ نمی کنند. ترول های رسانه های اجتماعی ویدئوهایی را منتشر می کنند که برای مخاطبان اروپایی در نظر گرفته شده و نشان می دهند که اجاق گازهای آنها به صورت مداوم کار می کند. چیزی که ممکن است در برلین صدها یورو هزینه داشته باشد در مسکو به چند روبل می رسد. تمسخر کودکانه است، اما به حقیقتی عمیق تر اشاره می کند: جنگ اقتصادی بین روسیه و غرب در لحظه حساسی است. در حالی که اروپا در آستانه رکود است، روسیه از رکود خارج می شود.,2022-10-24 13:01:56,اخبار ارزی,اقتصاد آنلاین
قیمت دلار، درهم و یورو امروز 2 آبان1401/ دلار عقب نشینی کرد,اقتصادنیوز: قیمت دلار امروز مسیر کاهش را دنبال کرد.,2022-10-24 12:46:36,اخبار ارزی,اقتصاد نیوز
خانه های خاص مارک زاکربرگ + عکس,مارک زاکربرگ یکی از ثروتمندترین مردان جهان است، بنابراین تعجبی ندارد که او خانه‌های بسیار بزرگ و زیبای زیادی داشته باشد.,2022-10-24 12:36:53,اخبار ارزی,اقتصاد آنلاین
کاهش قیمت نفت به 92 دلار,آمار ناامیدکننده تقاضا در چین، قیمت نفت را در بازارهای جهانی بیش از یک دلار کاهش داد.,2022-10-24 12:36:51,اخبار ارزی,ایران اکونومیست
دشمنی با دلار به ایستگاه اهرام مصر رسید,رئیس کل جدید بانک مرکزی مصر اعلام کرد که این کشور می‌خواهد شاخص ارزی جدیدی را برای دوری از وابستگی به دلار ایجاد کند.,2022-10-24 12:36:47,اخبار ارزی,ایران اکونومیست
صادرات روسیه به چین 1.5 برابر شد,آمار اداره کل گمرک چین نشان می‌دهد، واردات چین از روسیه 51 درصد بالا رفته و به مرز 84 میلیارد دلار رسیده است.,2022-10-24 12:36:40,اخبار ارزی,ایران اکونومیست
پیش بینی درآمد روسیه با نفت بشکه‌ای 70 دلار,وزارت اقتصاد روسیه اعلام کرد که شرایط در بازار نفت در حوزه تامین منافع خریداران و فروشندگان چالش‌برانگیز شده است.,2022-10-24 12:36:36,اخبار ارزی,ایران اکونومیست
ین ژاپن در برزخ!,در حالی که با بروز احتمال نخست‌وزیری «ریشی سوناک» پوند انگلیس افزایش یافت، ین ژاپن با ادامه‌ی روند کاهشی در برابر دلار، مداخله‌ی مقامات را طلب کرد.,2022-10-24 12:11:30,اخبار ارزی,اخبار ویژه
خطر جدی خروج قایدی و محبی از استقلال,اعضای هیات مدیره باشگاه استقلال برای برون رفت از بحرانی که پیشِ روی این باشگاه است، روز گذشته تشکیل جلسه دادند.,2022-10-24 12:02:17,اخبار ارزی,اقتصاد آنلاین
شروع با ثبات دلار آبان,نرخ شاخص ارزی در نخستین روز آبان ۱۴۰۱ با ۱۰ تومان کاهش نسبت به نرخ روز پیشین در رقم ۳۲ هزار و ۷۵۰ تومان معامله شد. این در حالی است که خبر‌های منتشر شده در زمینه نشست‌های هسته‌ای ایران و قدرت‌های جهانی فاقد سیگنال‌های مثبت بوده و انتظارات موجود در فضای جامعه و بازار سمت و سوی تورمی دارد.,2022-10-24 12:02:14,اخبار ارزی,اقتصاد 24
اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 12:02:07,اخبار ارزی,ایران اکونومیست
نرخ دلار به نقطه اعتدال رسید؟,اقتصاد نیوز : قیمت دلار در معاملات پشت خطی دیشب نوسان محدودی از خود ثبت کرد و همین موضوع باعث شده معامله گران روند حرکتی قیمت دلار در بازار امروز را مانند روز های گذشته ملایم پیش بینی کنند.,2022-10-24 11:41:35,اخبار ارزی,دنیای اقتصاد
اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل/ 75 درصد تسهیلات صندوق‌ برگشت,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 11:41:32,اخبار ارزی,فارس
رشد جزئی قیمت بیت کوین,در حال حاضر بازار رمزارزها شاهد رشد بوده و اکنون بیت کوین در کانال ۱۹ هزار دلاری قرار دارد.,2022-10-24 11:32:00,اخبار ارزی,اقتصاد آنلاین
قیمت دلار 2 آبان 1401 | قیمت دلار کاهش می یابد؟,,2022-10-24 11:31:58,اخبار ارزی,جام جم آنلاین
پیش بینی قیمت دلار 2 آبان در بازار ارز تهران,دلار از ابتدای سال حدود ۲۵ درصد رشد قیمت را تجربه کرده است و همین موضوع نشان می دهد که تمایل برای خرید این ارز در سال ۱۴۰۱ بیشتر شده است. با این حال، اسکناس آمریکایی برای ثبت رکوردهای تاریخی نیاز به خریدهای سنگین تری دارد، چرا که بازارساز نشان داده است حداقل در مرز ۳۳ هزار تومان، عرضه ارز قابل توجه خواهد بود.,2022-10-24 11:26:25,اخبار ارزی,اقتصاد نیوز
قیمت دلار و یورو در بازارهای مختلف 2 آبان 1401,نرخ ارز در صرافی ملی امروز دوشنبه اعلام شد و بر این اساس قیمت دلار ثابت ماند و و قیمت یورو نیز 3 تومان نسبت به روز گذشته افزایش یافت.,2022-10-24 11:16:17,اخبار ارزی,سایت طلا
عجیب ترین ساعت دنیا با قیمت باورنکردنی! + عکس,ریچارد میل ساعتی عجیب و غریب پر از ایموجی‌های مختلف را با قیمت سرسام‌آور ۱.۲۲ میلیون دلاری (حدود ۳۶ میلیارد تومان) معرفی کرد.,2022-10-24 11:12:03,اخبار ارزی,اقتصاد آنلاین
قیمت دلار، امروز تغییر کانال می دهد؟,اقتصادنیوز : قیمت دلار در معاملات پشت خطی دیشب نوسان محدودی از خود ثبت کرد. شواهد نشان می دهد که بازارساز و معامله‌گران موفق به شکست یکدیگر در بازار ارز تهران نشده اند.,2022-10-24 11:02:12,اخبار ارزی,ایران اکونومیست
قیمت دلار، امروز تغییر کانال می دهد؟ /هراس معامله گران از بازارساز,اقتصادنیوز : قیمت دلار در معاملات پشت خطی دیشب نوسان محدودی از خود ثبت کرد. شواهد نشان می دهد که بازارساز و معامله‌گران موفق به شکست یکدیگر در بازار ارز تهران نشده اند.,2022-10-24 10:41:42,اخبار ارزی,اقتصاد نیوز
بومی‌سازی یکی از دستگاه‌های کلیدی چاه‌های نفت و گاز,جمعی از محققین دانشگاه صنعتی شریف موفق به طراحی و تولید یک محصول فناورانه به ارزش تقریبی ۵۰۰ هزار دلار در حوزه‌ی بالادستی صنعت نفت و گاز شدند. بومی‌سازی این محصول فناورانه، علاوه بر صرفه‌جویی ارزی، به نگه‌داشت و افزایش تولید نفت و گاز کمک شایانی می‌نماید.,2022-10-24 10:31:46,اخبار ارزی,ایران اکونومیست
کسری بودجه آمریکا به یک تریلیون دلار رسید,کسری بودجه ایالات‌متحده در سال ۲۰۲۲ علیرغم هزینه‌های وام دانشجویی، به نصف کاهش یافت و به ۱.۳۷۵ تریلیون دلار رسید.,2022-10-24 10:31:41,اخبار ارزی,ایران اکونومیست
قیمت دلار، قیمت یورو و قیمت پوند امروز دوشنبه ۲ آبان ۱۴۰۱ + جدول,قیمت دلار، یورو، پوند و سایر ارز‌ها امروز دوشنبه ۲ آبان ۱۴۰۱ را می‌توانید در جدول زیر مشاهده نمایید. لازم به ذکر است که این نرخ‌ها قیمت بازار آزاد است و با نرخ ارز سهمیه‌ای متفاوت است.,2022-10-24 10:11:42,اخبار ارزی,اقتصاد 24
قیمت بیت کوین و ارز‌های دیجیتال امروز دوشنبه ۲ آبان ۱۴۰۱ + جدول,قیمت بیت کوین، اتریوم، تتر و سایر ارز‌های دیجیتال (رمزارزها) به دلار امروز دوشنبه ۲ آبان ۱۴۰۱ را می‌توانید در جدول زیر مشاهده نمایید. در ضمن به ساعت بروزرسانی این نرخ‌ها در بالای جدول دفت فرمایید.,2022-10-24 10:11:37,اخبار ارزی,اقتصاد 24
صادرات منطقه آزاد ارس به ۲۳۵ میلیون دلار رسید,مدیرعامل سازمان منطقه آزاد ارس گفت: در نیمه نخست سال جاری صادرات این منطقه به ۲۳۵ میلیون دلار رسیده است.,2022-10-24 09:46:09,اخبار ارزی,اقتصاد 24
سکه بازان امیدوار به احیای نرخ دلار /پیش بینی قیمت سکه امروز,به نظر می رسد عده ای از سکه بازان به احیا و افزایش قیمت دلار در تهران امید دارند.,2022-10-24 09:26:13,اخبار ارزی,اقتصاد نیوز
قیمت جهانی نفت امروز ۱۴۰۱/۰۸/۰۲ |برنت ۹۳ دلار و ۳ سنت شد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۵۰ سنت معادل ۰.۵۳ درصد کاهش به ۹۳ دلار و ۳ سنت رسید.,2022-10-24 08:46:04,اخبار ارزی,تسنیم
صف خرید سنگین نیم سکه و دلار /حمله نهنگ ها به بازار مسکن؟,معامله‌گران می‌گویند بازارساز برای کنترل قیمت دلار سه تا تاکتیک اجرا می‌کند: بلوکه کردن معاملات سکه و آبشده، تزریق اسکناس در بازار ارز تهران، دستکاری در نرخ دلار هرات.,2022-10-24 07:46:14,اخبار ارزی,اقتصاد نیوز
قیمت لحظه‌ای دلار و یورو در بازار | افزایش قیمت دلار توافقی در میانه کانال 31,نرخ دلار در بازار توافقی بین صراف و صادرکننده، امروز (یکشنبه ۱ آبان ۱۴۰۱) با نوسان اندک روبرو است. بر این اساس قیمت دلار توافقی درحال حاضر به رقم ۳۱۴۰۲ تومان رسیده است که نسبت به آخرین نرخ امروز، افزایش نرخ دارد. این در حالی است که نرخ فروش دلار توافقی در صرافی‌های مجاز به رقم ۳۱۷۱۶ تومان رسیده است.,2022-10-24 04:41:49,اخبار ارزی,نبض بورس
احتمال افزایش قیمت دلار چقدر جدی است؟,خبر آنلاین : یک ارشناس اقتصادی گفت: ساعت کاری صرافی‌ها کمتر خواهد شد و زمانی که افراد برای تامین ارز مورد نیاز خود مراجعه می‌کنند، می‌بینند که صرافی کار نمی‌کند و در مضیقه قرار می‌گیرند.,2022-10-24 03:31:38,اخبار ارزی,دنیای اقتصاد
پیش‌بینی قیمت ارز پس از توقف مذاکرات,ندری در پاسخ به این پرسش که ناآرامی‌های اخیر چه تاثیری بر بازار ارز خواهد گذاشت، گفت: ساعت کاری صرافی‌ها کمتر خواهد شد و زمانی که افراد برای تامین ارز مورد نیاز خود مراجعه می‌کنند، می‌بینند که صرافی کار نمی‌کند و در مضیقه قرار می‌گیرند.,2022-10-24 03:16:18,اخبار ارزی,اقتصاد نیوز
پیش‌بینی قیمت ارز پس از توقف مذاکرات/ احتمال افزایش قیمت دلار چقدر جدی است؟,یک کارشناس اقتصادی گفت: برای ما به عنوان یک تحلیلگر پیش‌بینی رفتار سیاست‌گذار و حتی پیش‌بینی درجه اعتبار حرف‌های سیاست گذار خیلی دشوار است.,2022-10-24 01:47:00,اخبار ارزی,خبر آنلاین
چجوری به همسرم هدیه بدم؟,خبرساز شدن ماجرای زن اردنی که با ۱۰ هزار شاخه گل شوهرش را در روز تولدش غافلگیر کرد، بهانه‌ای شد تا درباره آداب هدیه دادن به همسر بگوییم.,2022-10-24 00:41:23,اخبار ارزی,اقتصاد آنلاین
افزایش ارزش دلار؛ دردسری تازه برای شرکت‏‌های هواپیمایی,مترجم: مريم رضايي منبع: Financial Times  بالا رفتن ارزش دلار آمریکا، وضعیت مالی شکننده شرکت‌‌های هواپیمایی را تحت فشار بیشتری قرار داده و هزینه‌ها را از سوخت هواپیما گرفته تا قیمت خرید خود هواپیما، به میزان قابل توجهی افزایش داده است. موج قدرت گرفتن دلار، امسال باعث تضعیف ارزهای دیگر مثل پوند و ین شده و «شاخص دلار آمریکا» که ارزش این ارز را در برابر ارزهای مهم دیگر جهانی می‌‌سنجد، اخیرا رکوردی ۲۰ ساله را شکسته است.,2022-10-24 00:41:21,اخبار ارزی,دنیای اقتصاد
بازار دلار در رکود/ سکه بازان عقب نشینی کردند,اقتصاد نیوز : اگرچه دلار هرات صعودی بود اما بازار ارز تهران بیش از دو هفته است در رکود به سر می برد. رقابت سفته بازان و نهاد مرکزی بازارساز بر سر قیمت دلار همچنان ادامه دارد.,2022-10-23 23:46:19,اخبار ارزی,دنیای اقتصاد
خبر آزاد شدن ۷ میلیارد دلار تبلیغی و غیرموثق بود,حسینی در واکنش به اخباری که در خصوص آزادسازی ۷ میلیارد دلار از پول‌های بلوکه شده‌ ایران منتشر شده‌است گفت: به صورت رسمی اعلام نشده‌است که این پول آزاد شده است و هیچ خبر موثقی در این خصوص منتشر نشده‌است و گفته شده‌ که بخشی از این پول قبلا در حسابی بوده است و در حال حاضر به آن بانک اجازه برداشت داده شده است.,2022-10-23 22:16:04,اخبار ارزی,اقتصاد 24
امروز ۲۱۰ میلیون دلار در سامانه نیما معامله شدارز&nbsp;,طبق اعلام بانک مرکزی، مجموع معاملات انجام شده در سامانه نیما تا ساعت ۱۷ امروز به ۲۱۰ میلیون دلار رسید.,2022-10-23 21:41:42,اخبار ارزی,ارانیکو
سیگنال مهم «بانک مرکزی» به بورس,امروز مطالبی همچون قیمت لحظه‌ای دلار و یورو در بازار چقدر است؟، هشدار مهم درباره فروش سهام عدالت!، پیش بینی مهم از بورس فردا، طلا بخریم یا گواهی سپرده طلا؟، ده خبر مهم برای بورس فردا دوشنبه ۲ آبان، افت چشمگیر ارزش سهام عدالت؛ در سایت نبض بورس قرار گرفته است.,2022-10-23 21:16:30,اخبار ارزی,تابناک
پایان بازار توافقی اول آبان؛ شاخص ارزی در کانال ۳۱ هزار تومان قد کشید,معاملات بازار توافقی ارز در اولین روز آبان ماه، با افت نسبی نرخ دلار و رشد یورو همراه بود.,2022-10-23 20:41:27,اخبار ارزی,تابناک
زنان آمریکایی چه فیلمی دوست دارند؟,این فیلم در روز جمعه بیش با فروش بیش از ۶.۴ میلیون دلار برای افتتاحیه، فروش غیرقابل پیش‌بینی برای این فیلم را رقم زد. سهم زنان از خرید این فیلم سینمایی نیز ۷۱ درصد بود.,2022-10-23 19:31:23,اخبار ارزی,عصر ایران
پیش بینی افزایش چشمگیر GDP هند با استفاده از وب ۳,به دنبال رشد ۳۷ برابری وب ۳ از سال ۲۰۲۰، انتظار می‌رود این صنعت تا سال ۲۰۳۲، ۱.۱ تریلیون دلار به تولید ناخالص داخلی (GDP) هند تزریق کند. رشد انفجاری وب ۳ در این کشور توسط عوامل متعددی از جمله؛ استعداد بزرگ، نرخ پذیرش بالا و توسعه محصول برای بازارهای جهانی، پشتیبانی می‌شود.,2022-10-23 18:16:31,اخبار ارزی,اقتصاد آنلاین
۵۰۰ میلیون دلار قرارداد با فناوران برای افزایش تولید چاه‌های نفتی کم بازده,تهران - ایرنا - وزیر نفت با اشاره به شناسایی ۷۰۰ حلقه چاه نفت کم بازده در کشور، از برنامه این وزارتخانه برای انعقاد قراردادی به ارزش ۵۰۰ میلیون دلار با ۵۴ شرکت دانش بنیان برای افزایش تولید این چاه‌ها با استفاده از روش‌های فناورانه خبر داد.,2022-10-23 18:11:34,اخبار ارزی,ایرنا
رونمایی از نقشه راه اکوسیستم پرداخت هوشمند شهروندی در بانک شهر,,2022-10-23 18:01:59,اخبار ارزی,راه پرداخت
عضو اتاق بازرگانی: بعید است که به فکر عضویت در FATF باشیم / ماجرای آزاد شدن ۷ میلیارد دلار، خبری تبلیغاتی و غیر موثق بود,سید حمید حسینی، فعال اقتصادی و عضو هیات نمایندگان اتاق بازرگانی گفت: با افتضاحی که در حال حاضر ایجاد شده‌ و خبر ارسال تسلیحات به روسیه و برخوردهایی که با معترضین می‌شود فضای گفت و گو به شدت منفی شده‌ است.,2022-10-23 17:11:37,اخبار ارزی,انتخاب
ماندن ایران در فهرست سیاه با نرخ ارز چه می‌کند؟,آرمان ملی نوشت:«گروه ویژه اقدام مالی» ایران را در فهرست سیاه خود نگه داشت. گروه ویژه اقدام مالی طی بیانیه‌ای اعلام کرد که کشورها وظیفه دارند تدابیر ویژه‌ای را برای ایمن نگه داشتن سیستم‌ بانکی خود از مشارکت احتمالی در پول‌شویی و تامین مالی تروریسم از طریق نقل و انتقالات و نظام بانکی کشورهایی که در فهرست سیاه قرار دارند، انجام دهند. در ادامه آمده است که ایران تا زمان تکمیل طرح «برنامه اقدام» در فهرست سیاه پول‌شویی باقی خواهد ماند. بر اساس تصمیم این گروه، میانمار در کنار کره‌شمالی و ایران در فهرست سیاه پول‌شویی قرار گرفته و پاکستان و نیکاراگوئه از فهرست خاکستری خارج شده‌اند.,2022-10-23 16:31:35,اخبار ارزی,خبر آنلاین
معاملات توافقی دلار با نرخ ۳۰ هزار تومانی,معاملات توافقی دلار در بازار ارز امروز با بهای ۳۰ هزار تومان کار خود را آغاز کرد.,2022-10-23 15:41:29,اخبار ارزی,بورس نیوز
دلار در معاملات امروز چقدر قیمت خورد؟ | جدیدترین تغییرات قیمتی دلار و یورو ؛ یکم آبان ۱۴۰۱,قیمت فروش دلار امروز در صرافی‌های بانکی ۲۸ هزار و ۹۴۴ تومان اعلام شد. دلار توافقی نیز در قیمت ۳۱ هزار و ۴۰۰ تومان معامله شد.,2022-10-23 14:56:20,اخبار ارزی,همشهری آنلاین
قیمت دلار فریز شد، قیمت سکه رنج /قیمت طلا ریخت,اقتصادنیوز: نرخ دلار در شروع معاملات نقدی امروز با گپ مثبت روانه بازدار ارز شد و مرز 32 هزار و 800 تومان را لمس کرد اما در ادامه معاملات با 32 هزار و 750 تومان به فروش رسید.,2022-10-23 14:26:20,اخبار ارزی,اقتصاد نیوز
فرصت ۷ روزه استقلال برای حفظ محبی,باشگاه استقلال فقط ۷ روز فرصت دارد تا مبلغ رضایتنامه مهاجم آبی ها را به سانتاکلارا پرداخت کند.,2022-10-23 14:16:27,اخبار ارزی,اقتصاد آنلاین
تتر چیست؟ / هرآنچه لازم است درباره استیبل‌کوین تتر بدانید,,2022-10-23 13:51:33,اخبار ارزی,راه پرداخت
ترکیه، اولین مقصد صادراتی کالاهای تهران,معاون امور بازرگانی و توسعه تجارت سازمان صنعت، معدن و تجارت استان تهران از صادرات بیش از دو میلیارد و ۴۷۷ میلیون دلار کالا از تهران در نیمه اول امسال خبر داد و گفت که پنج بازار نخست صادراتی استان تهران، ترکیه، عراق، آلمان، افغانستان و پاکستان است.,2022-10-23 13:51:29,اخبار ارزی,اقتصادگردان
سرمایه‌گذاری ۲۷ میلیارد دلاری در نفت و گاز,رییس سازمان برنامه و بودجه گفت: به تازگی کنسرسیومی از بانک‌ها و شرکت‌های ایرانی تشکیل شد که قرار است ۲۷ میلیارد دلار در بخش نفت و گاز سرمایه‌گذاری کنند.,2022-10-23 13:11:50,اخبار ارزی,ایران اکونومیست
قیمت کلیه دلار در سامانه سنا امروز یکم آبان ۱۴۰۱,در گزارش زیر می‌توانید کلیه قیمت‌های دلار در سامانه سنا روز جاری را مشاهده نمایید.,2022-10-23 12:51:34,اخبار ارزی,نبض بازار
جدیدترین قیمت دلار، طلا و انواع سکه در بازار امروز ؛ یکم آبان ۱۴۰۱,امروز قیمت فروش دلار از سوی صرافی ملی ۲۸ هزار  و ۹۲۳ تومان اعلام شد. همچنین قیمت هر قطعه سکه تمام‌ بهار آزادی طرح جدید (امامی) نیز به ۱۴ میلیون و ۹۴۳ هزار تومان رسید.,2022-10-23 12:51:29,اخبار ارزی,همشهری آنلاین
دربی بانک مرکزی انگلستان از 24 تا 29 اکتبر,عوامل موثر بر پوند در هفته پیش رو در وهله اول انتخابات نخست وزیری انگلستان و در گام دوم نشست بانک مرکزی انگلستان و گزارش افزایش نرخ بهره است.,2022-10-23 12:44:41,اخبار ارزی,اخبار ویژه
حقوق ورودی واردات گوشی‌های همراه بالای ۶۰۰ دلار به خزانه واریز شود,رییس مجلس شورای اسلامی در نامه‌ای به رییس جمهوری بر لزوم پرداخت حقوق ورودی واردات گوشی‌های همراه ساخته شده خارجی بالای ۶۰۰ دلار به خزانه قبل از هزینه‌کرد در محل مورد نظر در بودجه سال جاری تاکید کرد.,2022-10-23 12:41:32,اخبار ارزی,ایران اکونومیست
قیمت دلار امروز یکشنبه ۱۴۰۱/۸/۱,در صرافی‌های بانکی قیمت فروش دلار ۲۸ هزار و ۹۴۴ تومان و قیمت خرید دلار از مردم ۲۸ هزار و ۶۵۶ تومان تعیین شده است.,2022-10-23 12:41:27,اخبار ارزی,خبرگزاری دانشجو
قیمت دلار، یورو و پوند امروز ۱۴۰۱/۰٨/۰۱| قیمت‌ها نزولی شد,"امروز قیمت دلار در بازار نسبت به روز گذشته کاهش را تجربه کرد و به ۳۲,۷۷۰ (سی و دو هزار و هفتصد و هفتاد ) تومان رسید که ریزش ۰.۰۳ درصدی را در پیش گرفته است.",2022-10-23 12:26:14,اخبار ارزی,دنیای اقتصاد
نرخ ارز دلار سکه طلا یورو امروز ۱۴۰۱/۰٨/۰۱,"در آغاز فعالیت بازار قیمت سکه روند نزولی داشت، قیمت دلار هم پایین آمد و به ۳۲,۷۷۰ (سی و دو هزار و هفتصد و هفتاد ) تومان رسید که نسبت به روز قبل ، کاهش ۰.۰۳ درصدی داشته است.",2022-10-23 12:26:12,اخبار ارزی,دنیای اقتصاد
سرکوب شدید نرخ ارز ، راز پولدار شدن ایرانیان / ایرانی ها چقدر ثروت دارند؟ ایران چند ثروتمند دارد؟,فردای اقتصاد نوشت: کردیت سوییس تاکید کرد : ثروت بالای ایرانیان در این سال‌ها نه به خاطر پولدار شدن واقعی مردم بلکه به علت سرکوب شدید نرخ ارز و پایین بودن مصنوعی قیمت دلار بوده است. به عنوان مثال در اغلب سال‌های دهه ۸۰، قیمت دلار حدود تنها ۷۰ درصد رشد کرده است اما متوسط قیمت یک متر مربع مسکن در تهران با جهش تقریبا ۶۰۰ درصدی از متری ۳۲ هزار تومان در سال ۸۰ به ۲۱۷ هزار تومان در سال ۹۰ رسیده است. چنین اتفاقی باعث شد تا قیمت دلاری مسکن که در ابتدای این دهه حدود ۴۰۰ دلار بود به نزدیکی ۲ هزار دلار در سال ۸۷ هم برسد. چنین چیزی نشان می‌دهد که در آن سال‌ها به علت سرکوب نرخ ارز و همچنین رشد قیمت مسکن، دارایی ایرانیان به سطوح کم‌سابقه ۱۳ هزار دلاری هم می‌رسد.,2022-10-23 12:26:10,اخبار ارزی,خبر آنلاین
نقدینگی به بیش از ۵۰۰۰ هزار میلیارد تومان رسید,رئیس سازمان برنامه و بودجه از سرمایه‌ گذاری ۲۷ میلیارد دلاری در حوزه نفت و گاز خبر داد و گفت: وقتی که نقدینگی در کشور به بیش از ۵۰۰۰ هزار میلیارد تومان رسیده است باید آن را مدیریت کنیم تا اتفاقات خوبی رخ دهد.,2022-10-23 11:51:48,اخبار ارزی,اخبار بانک
قیمت طلا، سکه و دلار امروز ۱۴۰۱/۰٨/۰۱| قیمت‌ها پایین آمد,"در معاملات امروز قیمت سکه امامی کاهش یافت و به ۱۴,۹۴۳,۰۰۰ (چهارده میلیون و نهصد و چهل و سه هزار) تومان رسید که افت ۰.۰۷ درصدی داشت. قیمت دلار هم پایین آمد.",2022-10-23 11:51:47,اخبار ارزی,دنیای اقتصاد
مردی که با کامپیوترِ دانشگاه، دنیا را عوض کرد,حدود ۵۱ سال پیش، این پروژۀ گوتنبرگ بود که به‌عنوان قدیمی‌ترین کتابخانهٔ دیجیتال دنیا همه چیز را متحول کرد؛ حالا با عبور از تحولات متعدد، پیش‌بینی می‌شود که بازار جهانی نشر دیجیتال در سال ۲۰۲۶ به ۶۲.۹۷ میلیارد دلار برسد.,2022-10-23 11:46:24,اخبار ارزی,سایت طلا
مسکو مرکز صنعت خودروهای الکتریکی می‌شود؟,سرگئی سوبیانین شهردار مسکو گفت روسیه قصد دارد تولید خودروهای مسکویچ متعلق به دوران شوروی را در دسامبر آغاز کند و بیش از شش ماه پس از خروج خودروساز فرانسوی رنو، چرخ‌ها را برای بازگشت خودروی کلاسیک به حرکت درآورد. رنو اکثریت سهام خود در خودروساز آوتوواز را تنها به قیمت یک روبل (۰.۰۱۶۵ دلار) به دولت روسیه فروخت.,2022-10-23 11:41:37,اخبار ارزی,ایران اکونومیست
دارایی‌های ثروتمندترین فرد جهان 100 میلیارد دلار آب رفت,مجله فوربز گزارش داد، ثروت ایلان ماسک در کمتر از یک سال بیش از 100 میلیارد دلار کم شده است.,2022-10-23 11:41:32,اخبار ارزی,ایران اکونومیست
ایراد قالیباف به مصوبه دولت درباره حقوق ورودی موبایل های لوکس,ایراد قالیباف به مصوبه دولت درباره حقوق ورودی موبایل های لوکس,2022-10-23 11:26:10,اخبار ارزی,اقتصاد آنلاین
